"id","source","pmid","doi","title","authorString","journalTitle","pubYear","journalIssn","pageInfo","pubType","isOpenAccess","inEPMC","inPMC","hasPDF","hasBook","hasSuppl","citedByCount","hasReferences","hasTextMinedTerms","hasDbCrossReferences","hasLabsLinks","hasTMAccessionNumbers","firstIndexDate","firstPublicationDate","pmcid","issue","journalVolume","versionNumber"
"39108175","MED","39108175","10.1093/aje/kwae263","Effect of different durations of treatment with antihypertensive drugs with anticholinergic effects on the risk of dementia: a target trial emulation study.","Aguado J, Gutierrez L, Forns J, Vila-Guilera J, Rothman KJ, García-Albéniz X.","Am J Epidemiol","2025","0002-9262; 1476-6256; ","691-698","journal article","N","N","N","N","N","N",2,"N","Y","N","Y","N","2024-08-07","2025-03-01",NA,"3","194",NA
"40153442","MED","40153442","10.1097/hep.0000000000001328","Comparative effectiveness of immunotherapy versus lenvatinib in advanced hepatocellular carcinoma: A real-world analysis using target trial emulation.","Ahn JC, Ng WH, Yeo YH, Kim HS, Wang Y, Trivedi H, Ayoub WS, Kuo A, Rich N, Parikh ND, Abou-Alfa GK, Ma KS, Singal AG, Yang JD.","Hepatology","2025","0270-9139; 1527-3350; ",NA,"journal article","N","N","N","N","N","N",1,"N","Y","N","Y","N","2025-04-01","2025-03-28",NA,NA,NA,NA
"40673512","MED","40673512","10.1161/jaha.125.041965","Effects of Warfarin on the Risks of Mortality, Acute Heart Failure, and Infection Resolution in Patients With Infective Endocarditis: A Target Trial Emulation.","Lee TTL, Ju C, Chan SCL, Chou OHI, Chan JSK, Lee S, Liu T, Cheng SH, Zhang Y, Cheung BMY, Wai AK, Wei L, Tse G.","J Am Heart Assoc","2025","2047-9980","e041965","journal article","N","N","N","N","N","N",0,"N","Y","N","N","N","2025-07-17","2025-07-17",NA,NA,NA,NA
"40531835","MED","40531835","10.1371/journal.pone.0325695","Emulating the EPIC trial using VetCompass primary-care data: causal effects of pimobendan in UK dogs with grade IV/VI heart murmurs.","Pegram C, Diaz-Ordaz K, Brodbelt DC, Chang YM, Boswood A, Wilshaw J, Reep CAT, Balling S, Sahota J, Church DB, O'Neill DG.","PLoS One","2025","1932-6203","e0325695","research-article; journal article","Y","Y","Y","Y","N","Y",0,"Y","Y","N","Y","N","2025-06-18","2025-06-18","PMC12176212","6","20",NA
"40054684","MED","40054684","10.1016/j.ijid.2025.107871","Global containment policy duration and long-term epidemic progression: A target trial emulation using COVID-19 data from 2020 to 2022.","Li Z, Wang Z, Wang X, Chen S, Xiong W, Fan C, Wang W, Zheng M, Wu K, He Q, Chen W, Ling L.","Int J Infect Dis","2025","1201-9712; 1878-3511; ","107871","journal article","N","N","N","N","N","N",0,"Y","Y","N","N","N","2025-03-10","2025-03-06",NA,NA,"154",NA
"40462309","MED","40462309","10.1093/aje/kwaf117","Guideline-based physical activity and health-related quality of life among prostate cancer survivors: a target trial emulation in the Health Professionals Follow-up Study.","Chen N, McGee EE, Nethery RC, Mucci LA, Dickerman BA.","Am J Epidemiol","2025","0002-9262; 1476-6256; ","kwaf117","journal article","N","N","N","N","N","N",0,"N","Y","N","N","N","2025-06-11","2025-06-04",NA,NA,NA,NA
"40531580","MED","40531580","10.1681/asn.0000000775","Discontinuation of Renin-Angiotensin System Inhibitors during Acute Kidney Injury Episode and All-Cause Mortality: Target Trial Emulation Studies.","Nie S, Li Y, Sun Y, Chen S, Shao X, Pang M, Zhou S, Su L, Su L, Chen R, Luo F, Xu X, Hou FF, CRDS Study Investigators.","J Am Soc Nephrol","2025","1046-6673; 1533-3450; ",NA,"journal article","N","N","N","N","N","N",0,"N","Y","N","Y","N","2025-06-18","2025-06-18",NA,NA,NA,NA
"PMC12038486","PMC",NA,NA,"595 Is PHASTR faster? A target trial emulation case study in the N3C","Johnson S, Bramante C, Stürmer T, Buse J, Wiggen T, Huling J, Toler A.","J Clin Transl Sci",NA,"2059-8661","175-176","abstract","Y","Y","Y","Y","N","N",0,"N","Y","N","N","N","2025-05-02","2025-05-02","PMC12038486","suppl 1","9",NA
"40136231","MED","40136231","10.62675/2965-2774.20250010","A target trial emulation of dexmedetomidine to treat agitation in the intensive care unit.","Serpa Neto A, Young M, Phongphithakchai A, Maeda A, Hikasa Y, Pattamin N, Kitisin N, Premaratne G, Chan G, Furler J, Stevens M, Pandey D, Jahanabadi H, Shehabi Y, Bellomo R.","Crit Care Sci","2025","2965-2774","e20250010","research-article; journal article","Y","Y","Y","Y","N","Y",3,"Y","Y","N","Y","N","2025-03-26","2025-03-24","PMC11991816",NA,"37",NA
"39848550","MED","39848550","10.1016/j.jclinepi.2025.111683","The importance of properly specifying your target trial emulation: commentary on Mésidor et al.","Schaffer AL, Hulme WJ.","J Clin Epidemiol","2025","0895-4356; 1878-5921; ","111683","letter","N","N","N","N","N","N",1,"Y","N","N","Y","N","2025-01-24","2025-01-21",NA,NA,"180",NA
"40223676","MED","40223676","10.2340/17453674.2025.43332","Effectiveness of total hip arthroplasty versus non-surgery on patient-reported hip function at 3 months: a target trial emulation study of patients with osteoarthritis.","Klaassen AD, Jorritsma W, Willigenburg NW, Gerritsma CLE, Ten Have BLEF, Moojen DJF, Gademan MGJ, Groenwold RHH, Poolman RW.","Acta Orthop","2025","1745-3674; 1745-3682; ","310-316","comparative study; research-article; multicenter study; journal article","Y","Y","Y","Y","N","N",0,"Y","Y","N","N","Y","2025-04-14","2025-04-14","PMC11995426",NA,"96",NA
"PPR992294","PPR",NA,"10.21203/rs.3.rs-5576146/v1","The R.O.A.D. to clinical trial emulation","Margonis GA, Bertsimas D, Koulouras A, Nagata H, Gao C, Mizusawa J, Kanemitsu Y.",NA,"2025",NA,NA,"preprint","N","N","N","N","N","N",0,"N","N","N","N","N","2025-03-21","2025-03-19",NA,NA,NA,1
"PPR1000735","PPR",NA,"10.21203/rs.3.rs-6241374/v1","Liberal or restrictive transfusion for veno-arterial Extracorporeal Membrane Oxygenation patients: a target trial emulation using the OBLEX study data","Le TTP, Buscher H, Nguyen T, Martucci G, Gratz J, Trummer G, Schmidt M, Gautier M, Serra A, Takeda K, Pooth J, Rahn K, Geismann F, Lubnow M, Retter A, Nair P, Vlok R, Siriwardena M, Winearls J, Walsham J, Gattas D, Aneman A, Fulcher B, Newman S, Reynolds C, Arcadipane A, Shekar K, Hodgson C, Pellegrino V, Mueller T, Brodie D, McQuilten Z.",NA,"2025",NA,NA,"preprint","N","N","N","N","N","N",0,"Y","Y","N","N","Y","2025-04-08","2025-04-07",NA,NA,NA,1
"39928327","MED","39928327","10.1001/jamainternmed.2024.7812","Pleotropic Effects of Glucose-Lowering Medications-Need for Cautious Interpretation of Target Trial Emulation Studies.","Stall NM, Anderson TS, Covinsky KE.","JAMA Intern Med","2025","2168-6106; 2168-6114; ","410-411","journal article","N","N","N","N","N","N",1,"Y","N","N","Y","N","2025-02-11","2025-04-01",NA,"4","185",NA
"PPR1001233","PPR",NA,"10.1101/2025.04.02.25324861","Assessment of Nirmatrelvir-Ritonavir Effects on Acute and Post-Acute COVID-19 Illness in US Adolescents: Target Trial Emulation","Shen Y, Zhang B, Jhaveri R, Tong J, Zhou T, Chen J, Zhang D, Wu Q, Zang C, Wang F, Kaushal R, Newland JG, Taylor E, Herring SJ, Bisyuk Y, Liebovitz D, Kim S, Fort D, Williams DA, Horne BD, Cummins MR, Liu M, Chrischilles EA, Cowell LG, Mosa ASM, Patel P, Forrest CB, Chen Y.",NA,"2025",NA,NA,"preprint","N","N","N","N","N","N",0,"Y","Y","N","Y","N","2025-04-10","2025-04-04",NA,NA,NA,NA
"40366892","MED","40366892","10.1093/ehjcvp/pvaf035","Comparative effectiveness and safety of dual antiplatelet therapy with ticagrelor versus clopidogrel in older adults with acute coronary syndrome: a target trial emulation study.","Marxer CA, Hjemdahl P, Carrero JJ, Fu EL.","Eur Heart J Cardiovasc Pharmacother","2025","2055-6837; 2055-6845; ","pvaf035","journal article","N","N","N","N","N","N",0,"N","Y","N","Y","N","2025-05-21","2025-05-14",NA,NA,NA,NA
"40104887","MED","40104887","10.1111/add.70040","Comparative effectiveness of extended-release naltrexone versus buprenorphine-naloxone on treatment interruption: Comparing findings from a reanalysis of the X:BOT RCT and harmonized target trial emulation using population-based observational data.","Lodi S, Yan S, Bovell-Ammon B, Christine PJ, Hsu HE, Bernson D, Novo P, Lee JD, Rotrosen J, Liebschutz JM, Walley AY, Larochelle MR.","Addiction","2025","0965-2140; 1360-0443; ","1634-1645","comparative study; randomized controlled trial; journal article; observational study","N","N","N","N","N","N",0,"Y","Y","N","Y","N","2025-03-19","2025-03-19",NA,"8","120",NA
"PPR996277","PPR",NA,"10.21203/rs.3.rs-5988212/v1","Effect of Early Adjunctive Vasopressin Initiation for Septic Shock Patients: A Target Trial Emulation","White KC, Costa-Pinto R, Blank S, Whebell S, Quick L, Luke S, Attokaran AG, Garrett P, Ramanan M, Tabah A, Shekar K, Laupland KB, Kumar A, McCullough J, Udy A, Eastwood G, Bellomo R, Chaba A.",NA,"2025",NA,NA,"preprint","N","N","N","N","N","N",0,"Y","Y","N","N","N","2025-04-01","2025-03-27",NA,NA,NA,1
"40178454","MED","40178454","10.1097/hep.0000000000001333","Renin-angiotensin-aldosterone system inhibitor use improves clinical outcomes in patients with metabolic dysfunction-associated steatotic liver diseases: Target trial emulation using real-world data.","Ng WH, Yeo YH, Kim H, Seki E, Rees J, Ma KS, Moylan CA, Rodriquez LM, Abdelmalek M, Villanueva A, Noureddin M, Yang JD.","Hepatology","2025","0270-9139; 1527-3350; ",NA,"journal article","N","N","N","N","N","N",0,"Y","Y","N","Y","N","2025-04-07","2025-04-02",NA,NA,NA,NA
"40146950","MED","40146950","10.1212/wnl.0000000000213489","Statin Use and Risk of Intracerebral Hemorrhage in Chinese Population: A Target Trial Emulation Study.","Ji D, Dong S, Wang T, Wei J, Shen P, Lin H, Shi L, Guan X, Xu Y.","Neurology","2025","0028-3878; 1526-632x; ","e213489","journal article","N","N","N","N","N","N",0,"N","Y","N","Y","N","2025-04-01","2025-03-27",NA,"8","104",NA
"40062740","MED","40062740","10.1017/neu.2025.3","Selective serotonin reuptake inhibitors and osteoporosis: a target trial emulation using real-world data.","Rohde C, Williams LJ, Berk M, Østergaard SD.","Acta Neuropsychiatr","2025","0924-2708; 1601-5215; ","e48","journal article","N","N","N","N","N","N",0,"N","Y","N","Y","N","2025-03-11","2025-03-10",NA,NA,"37",NA
"40388075","MED","40388075","10.1007/s40261-025-01448-5","Risk of Osteoarthritis and Arthroplasty Between Baclofen and Tizanidine: A Target Trial Emulation Study.","Su YC, Su YC, Lai EC, Lin YC.","Clin Drug Investig","2025","1173-2563; 1179-1918; ","335-346","journal article","N","N","N","N","N","N",0,"Y","Y","N","Y","N","2025-05-21","2025-05-19",NA,"6","45",NA
"40173425","MED","40173425","10.1097/ede.0000000000001830","Erratum: Comparison of the Test-negative Design and Cohort Design With Explicit Target Trial Emulation for Evaluating COVID-19 Vaccine Effectiveness.","Li G, Gerlovin H, Figueroa Muñiz MJ, Wise JK, Madenci AL, Robins JM, Aslan M, Cho K, Gaziano JM, Lipsitch M, Casas JP, Hernán MA, Dickerman BA.","Epidemiology","2025","1044-3983; 1531-5487; ","e11","published erratum; journal article","N","N","N","N","N","N",0,"Y","N","N","N","N","2025-04-03","2025-04-01",NA,"3","36",NA
"40356039","MED","40356039","10.1002/alz.14581","Response to the letter titled ""Comment on associations of semaglutide with first-time diagnosis of Alzheimer's disease in patients with type 2 diabetes: Target trial emulation using nationwide real-world data in the US"".","Xu R.","Alzheimers Dement","2025","1552-5260; 1552-5279; ","e14581","letter","Y","Y","Y","Y","N","Y",0,"Y","Y","N","N","N","2025-05-20","2025-05-01","PMC12069016","5","21",NA
"39658267","MED","39658267","10.1093/jnci/djae324","RE: Glucagon-like peptide 1 receptor agonists and pancreatic cancer risk: target trial emulation using real-world data.","Liu X, Zhang C.","J Natl Cancer Inst","2025","0027-8874; 1460-2105; ","562-563","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2024-12-11","2025-03-01",NA,"3","117",NA
"40131448","MED","40131448","10.2337/dc24-2532","Association Between Use of Sodium-Glucose Cotransporter 2 Inhibitors and Epilepsy: A Population-Based Study Using Target Trial Emulation.","Zhao H, Zhang B, Zhuo L, Yin Y, Sun Y, Shen P, Jiang Z, Zhan S.","Diabetes Care","2025","0149-5992; 1935-5548; ","827-836","journal article","N","N","N","N","N","N",0,"N","Y","N","Y","N","2025-03-26","2025-05-01",NA,"5","48",NA
"39863130","MED","39863130","10.1016/j.resuscitation.2025.110515","A retrospective 'target trial emulation' comparing amiodarone and lidocaine for adult out-of-hospital cardiac arrest resuscitation.","Smida T, Crowe R, Price BS, Scheidler J, Martin PS, Shukis M, Bardes J.","Resuscitation","2025","0300-9572; 1873-1570; ","110515","comparative study; journal article","N","N","N","N","N","N",0,"Y","Y","N","Y","N","2025-01-28","2025-01-23",NA,NA,"208",NA
"40355911","MED","40355911","10.1186/s13054-025-05401-y","Effect of early adjunctive vasopressin initiation for septic shock patients: a target trial emulation.","White KC, Costa-Pinto R, Blank S, Whebell S, Quick L, Luke S, Attokaran AG, Garrett P, Ramanan M, Tabah A, Shekar K, Laupland KB, Kumar A, McCullough J, Udy A, Eastwood G, Bellomo R, Chaba A, Queensland Critical Care Research Network (QCCRN).","Crit Care","2025","1364-8535; 1466-609x; ","188","research-article; multicenter study; journal article","Y","Y","Y","Y","N","Y",1,"Y","Y","N","Y","N","2025-05-20","2025-05-12","PMC12070644","1","29",NA
"40064300","MED","40064300","10.1016/j.diabres.2025.112082","Comparative effect of aspirin versus clopidogrel monotherapy on incident type 2 diabetes in patients with atherosclerotic cardiovascular diseases: A target trial emulation study.","Ju C, Xiong X, Lui DTW, Yan VKC, Adesuyan M, Xu M, Ho FK, Wong CKH, Wong ICK, Chan EWY, Wei L.","Diabetes Res Clin Pract","2025","0168-8227; 1872-8227; ","112082","comparative study; journal article","N","N","N","N","N","N",0,"Y","Y","N","Y","N","2025-03-12","2025-03-08",NA,NA,"222",NA
"39937060","MED","39937060","10.4088/jcp.25f15796","Target Trial Emulation: A Concept Simply Explained.","Andrade C.","J Clin Psychiatry","2025","0160-6689; 1555-2101; ","25f15796","journal article","N","N","N","N","N","N",0,"N","Y","N","N","N","2025-02-13","2025-02-12",NA,"1","86",NA
"40448382","MED","40448382","10.1002/alz.70313","Heterogeneous treatment effects of GLP-1RAs and SGLT2is on risk of Alzheimer's disease and related dementia in patients with type 2 diabetes: Insights from a real-world target trial emulation.","Tang H, Donahoo WT, DeKosky ST, Lee YA, Kotecha P, Svensson M, Bian J, Guo J.","Alzheimers Dement","2025","1552-5260; 1552-5279; ","e70313","research-article; journal article","Y","Y","Y","Y","N","Y",0,"Y","Y","N","Y","N","2025-06-02","2025-06-01","PMC12125485","6","21",NA
"39950434","MED","39950434","10.1002/alz.14620","Reply to ""Associations of semaglutide with first-time diagnosis of Alzheimer's disease in patients with type 2 diabetes: Target trial emulation using nationwide real-world data in the US"".","Rydberg MG.","Alzheimers Dement","2025","1552-5260; 1552-5279; ","e14620","letter","Y","Y","Y","Y","N","Y",0,"Y","Y","N","Y","N","2025-02-15","2025-02-01","PMC11826322","2","21",NA
"39774191","MED","39774191","10.1038/s41598-025-85109-9","Impact of early initiation of renal replacement therapy in patients on venoarterial ECMO using target trial emulation with Japanese nationwide data.","Kubo T, Takeuchi T, Inoue N, Cama-Olivares A, Chandramohan D, Tolwani AJ, Wille KM, Fushimi K, Neyra JA, Wakabayashi K.","Sci Rep","2025","2045-2322","1074","research support, non-u.s. gov't; research-article; journal article","Y","Y","Y","Y","N","Y",0,"Y","Y","N","N","N","2025-01-11","2025-01-07","PMC11707199","1","15",NA
"40178880","MED","40178880","10.1093/aje/kwaf069","Misleading and avoidably: design-induced biases in observational studies evaluating cancer screening-the example of site-specific effectiveness of screening colonoscopy.","Braitmaier M, Schwarz S, Didelez V, Haug U.","Am J Epidemiol","2025","0002-9262; 1476-6256; ","kwaf069","journal article","N","N","N","N","N","N",0,"N","Y","N","Y","N","2025-04-07","2025-04-01",NA,NA,NA,NA
"40242567","MED","40242567","10.1002/trc2.70080","Generating real-world evidence in early Alzheimer's disease: Considerations for applying the target trial emulation framework to study the safety of anti-amyloid therapies.","Li X, Singh S, Rasouli B, Lyons J, Cocoros NM, Platt R, Abi-Elias I, Gurwitz JH.","Alzheimers Dement (N Y)","2025","2352-8737","e70080","other; journal article","Y","Y","Y","Y","N","Y",0,"Y","Y","N","Y","N","2025-04-18","2025-04-15","PMC12000246","2","11",NA
"40327162","MED","40327162","10.1007/s12672-025-02451-0","Effectiveness of chemotherapy with/without radiotherapy for stage IVb esophageal squamous cell carcinoma: a population-based target trial emulation study.","Kuo YH, Lin CY, Wang YC, Lai YL, Kuo YC, Liang JA, Li CC, Chien CR.","Discov Oncol","2025","2730-6011","672","research-article; journal article","Y","Y","Y","Y","N","N",0,"Y","Y","N","N","N","2025-05-07","2025-05-06","PMC12055716","1","16",NA
"39625617","MED","39625617","10.1007/s10654-024-01181-x","Hormone therapy and venous thromboembolism risk in women of menopausal age: a target trial emulation.","Yeh YC, Cherry Yin, Yi Chang, Chen PC.","Eur J Epidemiol","2024","0393-2990; 1573-7284; ","1341-1351","journal article","N","N","N","N","N","N",0,"Y","Y","N","N","N","2024-12-03","2024-12-03",NA,"12","39",NA
"40552638","MED","40552638","10.1177/13872877251351329","Associations of semaglutide with Alzheimer's disease-related dementias in patients with type 2 diabetes: A real-world target trial emulation study.","Wang W, Davis PB, Qi X, Gurney M, Perry G, Volkow ND, Kaelber DC, Xu R.","J Alzheimers Dis","2025","1387-2877; 1875-8908; ","13872877251351329","research-article; journal article","N","Y","Y","Y","N","Y",1,"Y","Y","N","Y","N","2025-06-25","2025-06-24","PMC12262134",NA,NA,NA
"39836761","MED","39836761","10.1161/cir.0000000000001302","Correction to: Comparative Cardiovascular Effectiveness of Empagliflozin Versus Dapagliflozin in Adults With Treated Type 2 Diabetes: A Target Trial Emulation.",NA,"Circulation","2025","0009-7322; 1524-4539; ","e30","published erratum; journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2025-01-22","2025-01-21",NA,"3","151",NA
"40112174","MED","40112174","10.1093/bjd/ljaf101","Risk of herpes zoster and postherpetic neuralgia in patients with psoriasis treated with biologics: a nationwide study using a target trial emulation framework.","Lee CN, Hsieh MH, Chen CY, Yang CC, Liao TC, Lai EC.","Br J Dermatol","2025","0007-0963; 1365-2133; ","105-114","comparative study; journal article","N","N","N","N","N","N",1,"Y","Y","N","Y","N","2025-03-21","2025-06-01",NA,"1","193",NA
